Jorma_Huhtala	1	1
Jorma_Huhtala	1	1
Jorma_Huhtala	1	1
Mikulas_Dzurinda	1	Yuvraj_Singh	1
Emile_Lahoud	2	Anthony_Pisciotti	1
Emile_Lahoud	2	Anthony_Pisciotti	1
Emile_Lahoud	1	Anthony_Pisciotti	1
Luke_Smith	1	Joe_Cocker	1
Luke_Smith	1	Joe_Cocker	1
Luke_Smith	1	Joe_Cocker	1
Mahmoud_Abbas	22	Jean_Chretien	27
Mahmoud_Abbas	26	Jean_Chretien	20
Mahmoud_Abbas	15	Jean_Chretien	38
Howard_Ross	1	Benjamin_McKenzie	1
Howard_Ross	1	Benjamin_McKenzie	1
Howard_Ross	1	Benjamin_McKenzie	1
Kurt_Suzuki	1	Richard_Tubb	1
Kurt_Suzuki	1	Richard_Tubb	1
Kurt_Suzuki	1	Richard_Tubb	1
Kenneth_Evans	2	Vassilis_Xiros	1
Kenneth_Evans	1	Vassilis_Xiros	1
Kenneth_Evans	1	Vassilis_Xiros	1
Jafar_Umar_Thalib	1	Sanja_Papic	1
Jafar_Umar_Thalib	1	Sanja_Papic	1
Jafar_Umar_Thalib	1	Sanja_Papic	1
Carlos_Menem	8	Diana_Ross	1
Carlos_Menem	3	Diana_Ross	1
Carlos_Menem	8	Diana_Ross	1
Tina_Andrews	1	Carlos_Savedra	1
Tina_Andrews	1	Carlos_Savedra	1
Tina_Andrews	1	Carlos_Savedra	1
Rob_Ramsay	1	Herman_Moore	1
Rob_Ramsay	1	Herman_Moore	1
Rob_Ramsay	1	Herman_Moore	1
Paula_Zahn	2	Aram_Adler	1
Paula_Zahn	2	Aram_Adler	1
Paula_Zahn	2	Aram_Adler	1
Eric_Lloyd	1	Patricia_Phillips	1
Eric_Lloyd	1	Patricia_Phillips	1
Eric_Lloyd	1	Patricia_Phillips	1
Tommy_Robredo	2	Thor_Pedersen	1
Tommy_Robredo	1	Thor_Pedersen	1
Tommy_Robredo	1	Thor_Pedersen	1
Christoph_Daum	1	Carl_Pope	1
Christoph_Daum	1	Carl_Pope	1
Christoph_Daum	1	Carl_Pope	1
Rita_Moreno	2	Chok_Tong_Goh	2
Rita_Moreno	2	Chok_Tong_Goh	2
Rita_Moreno	2	Chok_Tong_Goh	1
Frank_Lautenberg	2	Dennis_Kozlowski	2
Frank_Lautenberg	2	Dennis_Kozlowski	1
Frank_Lautenberg	2	Dennis_Kozlowski	2
Gregorio_Honasan	1	Kostya_Tszyu	1
Gregorio_Honasan	1	Kostya_Tszyu	1
Gregorio_Honasan	1	Kostya_Tszyu	1
Mick_Jagger	2	Nila_Ferran	1
Mick_Jagger	3	Nila_Ferran	1
Mick_Jagger	2	Nila_Ferran	1
Carlos_Beltran	1	Sven_Ottke	1
Carlos_Beltran	1	Sven_Ottke	1
Carlos_Beltran	1	Sven_Ottke	1
Richard_Harris	1	Bartosz_Kizierowski	1
Richard_Harris	1	Bartosz_Kizierowski	1
Richard_Harris	1	Bartosz_Kizierowski	1
Daniel_Ortega	1	Olivera_Labus	1
Daniel_Ortega	1	Olivera_Labus	1
Daniel_Ortega	1	Olivera_Labus	1
Vaclav_Klaus	2	Dan_Bartlett	1
Vaclav_Klaus	1	Dan_Bartlett	1
Vaclav_Klaus	2	Dan_Bartlett	1
Brad_Johnson	2	Rachel_Wadsworth	1
Brad_Johnson	1	Rachel_Wadsworth	1
Brad_Johnson	5	Rachel_Wadsworth	1
William_Delahunt	1	Takeo_Hiranuma	1
William_Delahunt	1	Takeo_Hiranuma	1
William_Delahunt	1	Takeo_Hiranuma	1
Tommy_Thompson	7	Evander_Holyfield	2
Tommy_Thompson	5	Evander_Holyfield	1
Tommy_Thompson	9	Evander_Holyfield	2
Annie_Machon	1	Richard_Chamberlain	1
Annie_Machon	1	Richard_Chamberlain	1
Annie_Machon	1	Richard_Chamberlain	1
Don_Flanagan	1	Colin_Prescot	1
Don_Flanagan	1	Colin_Prescot	1
Don_Flanagan	1	Colin_Prescot	1
Andrew_Shutley	1	Lee_Hyung-taik	1
Andrew_Shutley	1	Lee_Hyung-taik	1
Andrew_Shutley	1	Lee_Hyung-taik	1
Peter_Mugyeni	1	Wang_Nan	1
Peter_Mugyeni	1	Wang_Nan	1
Peter_Mugyeni	1	Wang_Nan	1
Rick_Pitino	1	Paige_Fitzgerald	1
Rick_Pitino	3	Paige_Fitzgerald	1
Rick_Pitino	3	Paige_Fitzgerald	1
Adrien_Brody	11	Russell_Coutts	2
Adrien_Brody	2	Russell_Coutts	2
Adrien_Brody	1	Russell_Coutts	2
Robert_Bullock	2	Juan_Sanchez	1
Robert_Bullock	2	Juan_Sanchez	1
Robert_Bullock	2	Juan_Sanchez	1
Henry_Kissinger	1	Maurice_Papon	1
Henry_Kissinger	1	Maurice_Papon	1
Henry_Kissinger	1	Maurice_Papon	1
Hilary_McKay	1	John_Fenn	1
Hilary_McKay	1	John_Fenn	1
Hilary_McKay	1	John_Fenn	1
Lisa_Girman	1	Gus_Van_Sant	1
Lisa_Girman	1	Gus_Van_Sant	2
Lisa_Girman	1	Gus_Van_Sant	1
Georgina_Papin	1	Patrick_Ewing	2
Georgina_Papin	1	Patrick_Ewing	1
Georgina_Papin	1	Patrick_Ewing	2
Gong_Ruina	1	Jane_Walker_Wood	1
Gong_Ruina	1	Jane_Walker_Wood	1
Gong_Ruina	1	Jane_Walker_Wood	1
Brad_Smith	1	Laura_Ziskin	1
Brad_Smith	1	Laura_Ziskin	1
Brad_Smith	1	Laura_Ziskin	1
Phil_Johnson	1	Klaus_Zwickel	1
Phil_Johnson	1	Klaus_Zwickel	1
Phil_Johnson	1	Klaus_Zwickel	1
Norah_Jones	12	Arlen_Specter	1
Norah_Jones	6	Arlen_Specter	1
Norah_Jones	5	Arlen_Specter	1
Juan_Ignacio_Chela	1	Jim_Bunning	1
Juan_Ignacio_Chela	1	Jim_Bunning	1
Juan_Ignacio_Chela	2	Jim_Bunning	1
Rick_Rickert	1	Natalia_Motuziuk	1
Rick_Rickert	1	Natalia_Motuziuk	1
Rick_Rickert	1	Natalia_Motuziuk	1
Jerry_Rice	1	Adolfo_Rodriguez_Saa	1
Jerry_Rice	1	Adolfo_Rodriguez_Saa	1
Jerry_Rice	1	Adolfo_Rodriguez_Saa	1
Chris_Andrews	1	Stephen_Arigbabu	1
Chris_Andrews	1	Stephen_Arigbabu	1
Chris_Andrews	1	Stephen_Arigbabu	1
Sammy_Sosa	1	James_Wattana	1
Sammy_Sosa	1	James_Wattana	1
Sammy_Sosa	2	James_Wattana	1
Patsy_Mink	1	Scott_Rolen	1
Patsy_Mink	1	Scott_Rolen	1
Patsy_Mink	1	Scott_Rolen	1
Jana_Henke	1	Jude_Law	1
Jana_Henke	1	Jude_Law	1
Jana_Henke	1	Jude_Law	1
Jimmy_Szymanski	1	Barry_Alvarez	2
Jimmy_Szymanski	1	Barry_Alvarez	2
Jimmy_Szymanski	1	Barry_Alvarez	1
Alex_Corretja	1	Wen_Ho_Lee	1
Alex_Corretja	1	Wen_Ho_Lee	1
Alex_Corretja	1	Wen_Ho_Lee	1
Nelson_Acosta	1	Jana_Henke	1
Nelson_Acosta	1	Jana_Henke	1
Nelson_Acosta	1	Jana_Henke	1
Anne_Heche	1	Stephane_Rochon	1
Anne_Heche	1	Stephane_Rochon	1
Anne_Heche	1	Stephane_Rochon	1
Ahmed_Qureia	1	Martin_Bandier	1
Ahmed_Qureia	1	Martin_Bandier	1
Ahmed_Qureia	1	Martin_Bandier	1
Christopher_Russell	1	Adam_Freier	1
Christopher_Russell	1	Adam_Freier	1
Christopher_Russell	1	Adam_Freier	1
Hector_Grullon	1	Tom_Watson	1
Hector_Grullon	1	Tom_Watson	2
Hector_Grullon	1	Tom_Watson	3
Jane_Clayson	1	Tommy_Franks	16
Jane_Clayson	1	Tommy_Franks	10
Jane_Clayson	1	Tommy_Franks	3
Paul_Burrell	5	Isabela_Moraes	1
Paul_Burrell	6	Isabela_Moraes	1
Paul_Burrell	11	Isabela_Moraes	1
Emmanuelle_Jagodsinski	1	Wan_Yanhai	1
Emmanuelle_Jagodsinski	1	Wan_Yanhai	1
Emmanuelle_Jagodsinski	1	Wan_Yanhai	1
George_Brumley_III	1	Dwayne_Williams	1
George_Brumley_III	1	Dwayne_Williams	1
George_Brumley_III	1	Dwayne_Williams	1
Alejandro_Lembo	1	Guangdong_Ou_Guangyuan	1
Alejandro_Lembo	1	Guangdong_Ou_Guangyuan	1
Alejandro_Lembo	1	Guangdong_Ou_Guangyuan	1
Mario_Puzo	1	Rachel_Roy	1
Mario_Puzo	1	Rachel_Roy	1
Mario_Puzo	1	Rachel_Roy	1
Joanna_Poitier	1	Earl_Counter	1
Joanna_Poitier	1	Earl_Counter	1
